News,Date,market_compound,sentiment_encoded,Open,High,Low,Close,Adj Close,Volume
The US Justice Department strikes a deal with the financier at the centre of the 1MDB scandal,2019-11-02,-0.25,-1,64.3324966430664,64.4625015258789,63.845001220703125,64.375,62.52845764160156,103272000
The US Justice Department strikes a deal with the financier at the centre of the 1MDB scandal,2019-11-03,-0.25,-1,64.3324966430664,64.4625015258789,63.845001220703125,64.375,62.52845764160156,103272000
The US Justice Department strikes a deal with the financier at the centre of the 1MDB scandal,2019-11-04,-0.25,-1,64.3324966430664,64.4625015258789,63.845001220703125,64.375,62.52845764160156,103272000
Tech giant looks to take on Amazon and Netflix with slate of high-budget new shows,2019-11-05,0.1779,1,64.26249694824219,64.54750061035156,64.08000183105469,64.28250122070312,62.438621520996094,79897600
New earphones get around dangers of outside world with number of auditory features,2019-11-06,-0.4404,-1,64.19249725341797,64.37249755859375,63.84249877929688,64.30999755859375,62.46533203125,75864400
Apple edges into public policy.,2019-11-07,0.0,0,64.68499755859375,65.0875015258789,64.52749633789062,64.85749816894531,63.18625259399414,94940400
It’s the first of the next generation of streaming services. But does the content deliver?,2019-11-08,0.0,0,64.67250061035156,65.11000061035156,64.2125015258789,65.03500366210938,63.35919189453125,69986400
It’s the first of the next generation of streaming services. But does the content deliver?,2019-11-09,0.0,0,64.57499694824219,65.61750030517578,64.56999969482422,65.55000305175781,63.86092376708984,81821200
"Proceeds will fund more energy efficient and recyclable products, iPhone maker says",2019-11-10,0.6674,1,64.57499694824219,65.61750030517578,64.56999969482422,65.55000305175781,63.86092376708984,81821200
Tech group lifts market cap by $400bn to regain title of world’s most valuable company,2019-11-11,0.5256,1,64.57499694824219,65.61750030517578,64.56999969482422,65.55000305175781,63.86092376708984,81821200
The organisation that rules the internet’s body language is having to perform a cultural and political dance,2019-11-12,0.0,0,65.38749694824219,65.69750213623047,65.2300033569336,65.48999786376953,63.80244445800781,87388800
The organisation that rules the internet’s body language is having to perform a cultural and political dance,2019-11-13,0.0,0,65.28250122070312,66.19499969482422,65.26750183105469,66.11750030517578,64.41378021240234,102734400
Tech group positioning for one of Hollywood’s most prestigious names,2019-11-14,0.0,0,65.9375,66.22000122070312,65.5250015258789,65.66000366210938,63.968074798583984,89182800
"That includes you, Elizabeth Warren.",2019-11-15,0.0,0,65.91999816894531,66.44499969482422,65.75250244140625,66.44000244140625,64.72798156738281,100206400
"That includes you, Elizabeth Warren.",2019-11-16,0.0,0,66.44999694824219,66.85749816894531,66.05750274658203,66.7750015258789,65.05433654785156,86703200
"That includes you, Elizabeth Warren.",2019-11-17,0.0,0,66.44999694824219,66.85749816894531,66.05750274658203,66.7750015258789,65.05433654785156,86703200
"That includes you, Elizabeth Warren.",2019-11-18,0.0,0,66.44999694824219,66.85749816894531,66.05750274658203,66.7750015258789,65.05433654785156,86703200
"That includes you, Elizabeth Warren.",2019-11-19,0.0,0,66.9749984741211,67.0,66.34750366210938,66.57250213623047,64.85706329345703,76167200
"That includes you, Elizabeth Warren.",2019-11-20,0.0,0,66.38500213623047,66.5199966430664,65.0999984741211,65.79750061035156,64.1020278930664,106234400
Stock buyback and issuance programmes are an overlooked transfer of wealth,2019-11-21,0.4767,1,65.92250061035156,66.00250244140625,65.29499816894531,65.50250244140625,63.81463241577149,121395200
US president accuses Beijing of failing to make sufficient concessions to pause trade war,2019-11-22,-0.8625,-1,65.64749908447266,65.79499816894531,65.20999908447266,65.44499969482422,63.75861358642578,65325200
US president accuses Beijing of failing to make sufficient concessions to pause trade war,2019-11-23,-0.8625,-1,65.67749786376953,66.61000061035156,65.62999725341797,66.59249877929688,64.87655639648438,84020400
US president accuses Beijing of failing to make sufficient concessions to pause trade war,2019-11-24,-0.8625,-1,65.67749786376953,66.61000061035156,65.62999725341797,66.59249877929688,64.87655639648438,84020400
US president accuses Beijing of failing to make sufficient concessions to pause trade war,2019-11-25,-0.8625,-1,65.67749786376953,66.61000061035156,65.62999725341797,66.59249877929688,64.87655639648438,84020400
US president accuses Beijing of failing to make sufficient concessions to pause trade war,2019-11-26,-0.8625,-1,66.73500061035156,66.79000091552734,65.625,66.07250213623047,64.36994934082031,105207600
US president accuses Beijing of failing to make sufficient concessions to pause trade war,2019-11-27,-0.8625,-1,66.3949966430664,66.99500274658203,66.32749938964844,66.95999908447266,65.23456573486328,65235600
US president accuses Beijing of failing to make sufficient concessions to pause trade war,2019-11-28,-0.8625,-1,66.6500015258789,67.0,66.4749984741211,66.8125,65.09089660644531,46617600
US president accuses Beijing of failing to make sufficient concessions to pause trade war,2019-11-29,-0.8625,-1,66.6500015258789,67.0,66.4749984741211,66.8125,65.09089660644531,46617600
US president accuses Beijing of failing to make sufficient concessions to pause trade war,2019-11-30,-0.8625,-1,66.81749725341797,67.0625,65.86250305175781,66.04000091552734,64.3382797241211,94487200
US president accuses Beijing of failing to make sufficient concessions to pause trade war,2019-12-01,-0.8625,-1,66.81749725341797,67.0625,65.86250305175781,66.04000091552734,64.3382797241211,94487200
"Xerox set to fax hostile HP bid, World Chess digital move, Amazon’s Smart Shelf",2019-12-02,0.0258,0,66.81749725341797,67.0625,65.86250305175781,66.04000091552734,64.3382797241211,94487200
"As we aren’t aware which ones are bad, stories about famous brands such as Apple Card are believed",2019-12-03,-0.5423,-1,64.57749938964844,64.88249969482422,64.07250213623047,64.86250305175781,63.19113540649414,114430400
"As we aren’t aware which ones are bad, stories about famous brands such as Apple Card are believed",2019-12-04,-0.5423,-1,65.26750183105469,65.82749938964844,65.16999816894531,65.43499755859375,63.74886322021485,67181600
"As we aren’t aware which ones are bad, stories about famous brands such as Apple Card are believed",2019-12-05,-0.5423,-1,65.94750213623047,66.47250366210938,65.68250274658203,66.3949966430664,64.68412780761719,74424400
The phonemaker’s stellar run contrasts with unloved resources stocks,2019-12-06,-0.4404,-1,66.87000274658203,67.75,66.82499694824219,67.67749786376953,65.93358612060547,106075600
The phonemaker’s stellar run contrasts with unloved resources stocks,2019-12-07,-0.4404,-1,67.5,67.69999694824219,66.22750091552734,66.7300033569336,65.01050567626953,128042400
The phonemaker’s stellar run contrasts with unloved resources stocks,2019-12-08,-0.4404,-1,67.5,67.69999694824219,66.22750091552734,66.7300033569336,65.01050567626953,128042400
The phonemaker’s stellar run contrasts with unloved resources stocks,2019-12-09,-0.4404,-1,67.5,67.69999694824219,66.22750091552734,66.7300033569336,65.01050567626953,128042400
The phonemaker’s stellar run contrasts with unloved resources stocks,2019-12-10,-0.4404,-1,67.1500015258789,67.51750183105469,66.46499633789062,67.12000274658203,65.39045715332031,90420400
